conv_id,date,transcript,num_msgs,email_usuario,preguntas_usuario,resumen,subsidio_recomendado,rsh,con_quien_postula,edad,tiene_propiedad,tiene_subsidio_habitacional,nacionalidad,ingresos,ahorro
CONV-11323,2025-05-16,Tempora deleniti numquam explicabo.,11,carolina.salazar.demo40545@yahoo.com,"[""iste"", ""vitae""]",Quod sed quaerat.,DS19,No registra,Solo,43,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11324,2024-10-11,Excepturi aliquam repellat accusantium doloremque laudantium.,14,carolina.salazar.demo40545@yahoo.com,"[""ex"", ""animi""]",Optio at culpa quas quidem.,DS49,No registra,Otros,29,Sí,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-11325,2026-05-09,Explicabo dicta distinctio.,8,elena.vera.demo23538@hotmail.com,"[""aperiam""]",Facere nobis dolorem quia repellat veniam.,Pendiente evaluación,60%,Cónyuge,44,No,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-11326,2025-11-10,Pariatur magnam reiciendis repudiandae. Dolores quidem cupiditate ea possimus laudantium.,8,elena.vera.demo23538@hotmail.com,"[""omnis"", ""et"", ""aliquam""]",Minima odit libero assumenda unde.,DS19,80%,Solo,59,Sí,Sí,Colombiana,Más de $1.200.000,$2.000.000
CONV-11327,2025-08-27,Error illum accusantium quas. At qui ut illum qui. Nam nam sint repellat nesciunt sint.,18,juana.munoz.demo46201@yahoo.com,"[""id"", ""natus"", ""atque"", ""voluptate""]",Voluptatibus nesciunt expedita illum eum omnis eligendi nisi.,Pendiente evaluación,60%,Familia,59,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11328,2025-10-15,In illo eum consequatur libero fugiat quos.,16,juana.munoz.demo46201@yahoo.com,"[""non""]",Laboriosam repellat ipsa.,DS19,80%,Cónyuge,32,No,No,Venezolana,$600.001 - $900.000,$1.000.000
CONV-11329,2025-09-05,Aliquid atque dolore aliquid enim assumenda quasi.,6,juana.munoz.demo46201@yahoo.com,"[""libero"", ""dolorum"", ""eos"", ""sit""]",Dolores ipsa soluta quo.,Ninguno,40%,Familia,60,Sí,No,Chilena,$400.000 - $600.000,$500.000
CONV-11330,2024-06-16,Consectetur consequatur nemo quae placeat recusandae. Officia modi ex recusandae.,4,daniel.maturana.demo40246@gmail.com,"[""eaque"", ""porro"", ""officiis""]",Dolorum fuga quam enim libero vitae.,DS19,60%,Otros,68,Sí,Sí,Peruana,$400.000 - $600.000,Sin ahorro formal
CONV-11331,2025-01-30,Soluta optio minus excepturi perferendis consectetur.,21,juan.escobar.demo40642@yahoo.com,"[""excepturi""]",Iure dicta perferendis quis commodi explicabo odio.,DS19,40%,Otros,19,Sí,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11332,2025-12-21,Repudiandae ducimus deleniti exercitationem saepe tenetur.,15,sara.morales.demo44797@hotmail.com,"[""aliquam"", ""perspiciatis"", ""voluptates""]",Quod impedit hic omnis omnis.,Ninguno,No registra,Cónyuge,59,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11333,2024-09-15,Minus molestias similique optio ea dolorem alias dolore.,18,sara.morales.demo44797@hotmail.com,"[""beatae"", ""reprehenderit"", ""sed""]",Tenetur perferendis at nemo.,Pendiente evaluación,40%,Otros,23,Sí,No,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-11334,2024-08-17,Perferendis commodi impedit qui blanditiis quibusdam.,15,sara.morales.demo44797@hotmail.com,"[""veniam"", ""recusandae"", ""quidem"", ""pariatur""]",Vel at totam alias porro autem.,Ninguno,80%,Cónyuge,18,Sí,No,Chilena,$400.000 - $600.000,$500.000
CONV-11335,2025-02-25,Impedit cupiditate provident quibusdam nemo.,13,alice.gallegos.demo24718@gmail.com,"[""illum"", ""totam"", ""exercitationem""]",Molestias nam aliquam saepe.,DS1,No registra,Cónyuge,36,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-11336,2024-06-26,Ipsam totam debitis error.,25,alice.gallegos.demo24718@gmail.com,"[""ut""]",Voluptas officiis quod maiores.,DS19,80%,Familia,18,No,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-11337,2025-09-21,Consequuntur dolore iure consectetur reiciendis optio.,17,alice.gallegos.demo24718@gmail.com,"[""ex"", ""repellat""]",Magnam fugit minus iusto aperiam id et.,DS49,60%,Otros,42,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11338,2024-09-04,Animi praesentium hic corporis omnis.,17,manuel.perez.demo50284@yahoo.com,"[""nobis"", ""alias""]",Reiciendis aspernatur natus deserunt autem deserunt deleniti.,DS1,60%,Otros,24,No,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11339,2025-02-02,Expedita nisi inventore excepturi. Fugit rem alias nobis laborum.,11,manuel.perez.demo50284@yahoo.com,"[""consequatur"", ""at"", ""officiis""]",Veritatis laudantium assumenda fugiat odit molestiae id.,DS49,80%,Cónyuge,37,No,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11340,2024-10-11,Deleniti laboriosam iure possimus numquam incidunt.,22,manuel.perez.demo50284@yahoo.com,"[""ea"", ""soluta""]",Dignissimos a necessitatibus repudiandae.,Pendiente evaluación,No registra,Familia,54,No,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11341,2024-06-16,Sint soluta animi possimus facilis temporibus. Tenetur ullam atque.,12,esteban.rivera.demo18901@hotmail.com,"[""occaecati"", ""rerum"", ""atque""]",Eos aspernatur eveniet expedita provident explicabo.,DS19,80%,Cónyuge,46,Sí,Sí,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11342,2025-02-20,Tenetur magnam quaerat ducimus.,15,esteban.rivera.demo18901@hotmail.com,"[""praesentium"", ""adipisci"", ""ipsum""]",Cupiditate facilis rerum perspiciatis harum voluptates.,DS1,40%,Otros,44,No,No,Chilena,Más de $1.200.000,$2.000.000
CONV-11343,2025-01-11,Quo repudiandae est nemo. Nobis quis eum aliquid.,13,angelo.leiva.demo37108@gmail.com,"[""earum"", ""sint"", ""laudantium""]",Aliquam iusto aliquid ducimus harum blanditiis maxime.,DS1,80%,Solo,20,Sí,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-11344,2024-06-15,Est distinctio quo inventore facilis et corrupti.,9,angelo.leiva.demo37108@gmail.com,"[""saepe""]",Neque modi necessitatibus aliquam.,DS19,40%,Familia,41,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11345,2026-01-20,Eveniet pariatur et aperiam fugit.,3,angelo.leiva.demo37108@gmail.com,"[""omnis"", ""dolorum"", ""doloremque""]",Velit distinctio minima praesentium molestias consequuntur repellat.,DS1,80%,Cónyuge,55,No,Sí,Venezolana,$600.001 - $900.000,$1.000.000
CONV-11346,2026-03-22,Veniam accusantium atque recusandae esse illo.,5,fernando.arancibia.demo41181@yahoo.com,"[""sint"", ""soluta"", ""iusto"", ""sint""]",Quod voluptas pariatur dicta.,DS1,No registra,Otros,48,No,No,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11347,2025-07-31,Magnam debitis temporibus tenetur corporis quod modi beatae.,15,fernando.arancibia.demo41181@yahoo.com,"[""tempora"", ""ut""]",Minus eligendi reiciendis nemo.,DS1,80%,Solo,18,No,Sí,Venezolana,Más de $1.200.000,$2.000.000
CONV-11348,2025-04-02,Aut iste nostrum. Enim ipsam deserunt vero laborum ipsum quia.,20,luz.herrera.demo50442@yahoo.com,"[""recusandae""]",Officia voluptates sunt.,Ninguno,No registra,Cónyuge,60,Sí,Sí,Chilena,$600.001 - $900.000,$2.000.000
CONV-11349,2025-05-24,Labore dolore deleniti doloremque sed quisquam atque.,7,luz.herrera.demo50442@yahoo.com,"[""optio""]",Voluptatum animi quod hic veritatis.,DS49,80%,Cónyuge,29,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11350,2026-01-14,Animi atque autem ratione molestias ipsum.,6,luz.herrera.demo50442@yahoo.com,"[""veritatis"", ""impedit"", ""debitis"", ""minima""]",Ipsa dicta necessitatibus explicabo doloremque exercitationem excepturi.,DS49,60%,Otros,63,Sí,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11351,2025-07-15,Distinctio tempore officiis maiores recusandae.,10,luisa.andrade.demo9572@gmail.com,"[""iste"", ""voluptas"", ""laudantium""]",Consectetur porro omnis voluptatibus.,Pendiente evaluación,80%,Familia,41,No,Sí,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11352,2024-06-09,Quisquam ut saepe magni. Atque sequi optio fugiat voluptatibus ex.,17,luisa.andrade.demo9572@gmail.com,"[""corrupti"", ""sapiente""]",Non mollitia quis.,DS1,No registra,Familia,59,Sí,No,Chilena,$400.000 - $600.000,$500.000
CONV-11353,2025-04-11,Fugiat quaerat distinctio quasi hic eos.,8,maria.mora.demo31977@gmail.com,"[""at"", ""ad""]",Sunt aliquid delectus magni nulla.,DS19,80%,Familia,44,No,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-11354,2025-07-26,Voluptatem facere voluptates consequuntur facilis vitae modi quos.,5,maria.mora.demo31977@gmail.com,"[""corrupti""]",Reprehenderit voluptas quos explicabo maxime explicabo.,DS49,40%,Solo,58,No,No,Chilena,$900.001 - $1.200.000,$500.000
CONV-11355,2024-06-07,Doloremque accusantium tenetur numquam inventore earum iusto.,22,maria.mora.demo31977@gmail.com,"[""possimus""]",Porro ullam consequuntur nihil enim asperiores.,DS19,40%,Cónyuge,21,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11356,2024-07-08,Mollitia unde vel deleniti. Molestias iste veniam placeat.,21,mariano.soto.demo51475@yahoo.com,"[""quo""]",Magni corrupti minima iure animi.,Ninguno,40%,Otros,30,No,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11357,2024-08-17,Dolores alias laudantium omnis doloribus reiciendis facilis.,23,mariano.soto.demo51475@yahoo.com,"[""et"", ""enim"", ""dolor"", ""reprehenderit""]",Impedit minus asperiores temporibus eaque eveniet quod.,DS49,No registra,Familia,26,Sí,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11358,2025-12-30,Repellat iusto eaque impedit. Esse excepturi possimus ea.,5,scarleth.sepulveda.demo13808@gmail.com,"[""reprehenderit"", ""ea"", ""sit"", ""cum""]",Perspiciatis quas eius error nisi id fuga.,DS49,60%,Familia,58,Sí,No,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11359,2025-03-06,Ducimus perspiciatis corporis ab porro corporis.,21,scarleth.sepulveda.demo13808@gmail.com,"[""sequi"", ""voluptatum"", ""ipsam""]",Illum totam asperiores inventore nemo possimus cumque.,Ninguno,60%,Solo,53,No,No,Chilena,Más de $1.200.000,$1.000.000
CONV-11360,2024-12-07,Exercitationem iusto quasi tenetur.,13,sandro.contreras.demo25094@hotmail.com,"[""quam"", ""aut""]",Eaque in ut ut et delectus.,Pendiente evaluación,40%,Cónyuge,68,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11361,2025-02-10,Labore earum magni accusamus. Eveniet fuga animi saepe quis hic.,23,amalia.herrera.demo45096@outlook.com,"[""quod"", ""laborum"", ""minus"", ""odio""]",Facilis recusandae architecto odio dicta.,Pendiente evaluación,No registra,Otros,49,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11362,2025-10-13,Sunt non consectetur. Error recusandae sit cupiditate.,18,amalia.herrera.demo45096@outlook.com,"[""sunt""]",Quis ut reprehenderit consequatur quod quia quae.,DS1,40%,Cónyuge,34,No,No,Chilena,$400.000 - $600.000,$1.000.000
CONV-11363,2024-11-18,Consectetur laborum incidunt id mollitia enim. Dolor nihil aut laborum incidunt molestias enim.,6,ana.lagos.demo6145@hotmail.com,"[""necessitatibus""]",Cupiditate nostrum ipsam.,DS1,No registra,Otros,60,No,No,Chilena,$400.000 - $600.000,$500.000
CONV-11364,2024-09-17,Pariatur atque necessitatibus fuga iure qui voluptatum.,19,milan.vera.demo12996@yahoo.com,"[""aliquam""]",Rerum deleniti inventore officiis magnam porro alias.,DS1,80%,Familia,45,Sí,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-11365,2026-05-17,Amet reiciendis ex velit nesciunt sapiente corrupti.,4,carolina.rodriguez.demo3446@gmail.com,"[""excepturi""]",Qui vero mollitia deserunt voluptatibus.,DS49,40%,Solo,67,No,No,Chilena,$600.001 - $900.000,$500.000
CONV-11366,2025-07-05,Officiis ut impedit soluta tenetur rerum. Voluptates dolore rerum debitis rem.,8,camilo.romero.demo46472@hotmail.com,"[""facilis"", ""mollitia"", ""iste""]",Veniam libero distinctio ab vitae.,Pendiente evaluación,80%,Otros,26,No,No,Colombiana,$900.001 - $1.200.000,Sin ahorro formal
CONV-11367,2025-11-03,Pariatur aspernatur necessitatibus culpa exercitationem atque at.,24,olga.abarca.demo48332@outlook.com,"[""porro"", ""nihil"", ""velit"", ""beatae""]",Expedita dolores architecto corrupti delectus quas ex.,DS19,40%,Cónyuge,38,Sí,Sí,Chilena,Más de $1.200.000,Sin ahorro formal
CONV-11368,2024-06-23,Nobis nesciunt dolorem ex nihil saepe.,11,olga.abarca.demo48332@outlook.com,"[""nesciunt"", ""consequuntur"", ""aliquam"", ""occaecati""]",Doloribus praesentium dolorem eos.,Pendiente evaluación,No registra,Cónyuge,53,Sí,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11369,2024-10-23,At dolores esse nemo esse quas. Molestiae mollitia mollitia minus.,19,olga.abarca.demo48332@outlook.com,"[""velit"", ""asperiores"", ""aut"", ""nostrum""]",Quo tempore aliquid.,DS1,80%,Familia,38,No,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11370,2025-05-23,Excepturi eligendi doloremque explicabo incidunt. Voluptas libero impedit ullam culpa.,11,mauricio.torres.demo17177@hotmail.com,"[""aut""]",Totam quam sed porro numquam.,DS19,80%,Otros,54,No,No,Chilena,$400.000 - $600.000,$2.000.000
CONV-11371,2024-06-15,Odit nostrum error impedit facilis magnam.,24,jose.figueroa.demo3120@outlook.com,"[""a"", ""natus"", ""error"", ""itaque""]",Esse asperiores possimus.,DS19,80%,Cónyuge,54,No,No,Chilena,$600.001 - $900.000,$1.000.000
CONV-11372,2025-07-04,Quam iure nisi. Voluptatibus quasi debitis beatae.,16,jose.figueroa.demo3120@outlook.com,"[""consequatur"", ""ad""]",Amet sapiente tempore non odit sunt molestiae.,DS1,40%,Familia,51,Sí,Sí,Chilena,$900.001 - $1.200.000,$500.000
CONV-11373,2025-06-28,At ab magni qui tempora maxime. Quis assumenda architecto ipsam.,4,jose.figueroa.demo3120@outlook.com,"[""maxime"", ""et"", ""ratione""]",Dicta explicabo illum dolorum.,DS1,80%,Otros,26,Sí,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11374,2025-02-07,Repellendus temporibus assumenda repudiandae distinctio.,19,dominga.pardo.demo46424@yahoo.com,"[""iusto""]",Dolor nam eum sapiente temporibus laudantium soluta.,Ninguno,No registra,Solo,48,Sí,No,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11375,2025-06-25,Ullam nemo repellat doloremque minima neque. Vero nostrum dicta consequuntur dicta harum.,7,jennifer.bernal.demo15142@yahoo.com,"[""quibusdam"", ""eius"", ""quas""]",Reprehenderit magnam a nobis deserunt.,DS19,60%,Solo,66,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11376,2025-10-19,Sunt accusamus perspiciatis. Sunt quia ipsam magni fugiat doloremque ea.,12,bastian.chamorro.demo23236@hotmail.com,"[""quos"", ""expedita""]",Praesentium laudantium repellat excepturi tenetur perferendis fuga.,DS19,40%,Otros,61,No,No,Chilena,Más de $1.200.000,$500.000
CONV-11377,2026-03-08,Veniam consequuntur ea accusantium laborum numquam.,3,bastian.chamorro.demo23236@hotmail.com,"[""provident"", ""beatae"", ""consectetur""]",Eaque vero quo natus nobis dicta.,DS19,40%,Solo,52,No,Sí,Chilena,$400.000 - $600.000,$1.000.000
CONV-11378,2024-09-02,Alias similique non explicabo. Autem dolorum ullam deleniti.,9,miguel.delgado.demo34642@yahoo.com,"[""consequuntur"", ""illo"", ""et""]",Velit ad ratione officia nostrum.,DS19,40%,Cónyuge,40,No,Sí,Chilena,$400.000 - $600.000,$2.000.000
CONV-11379,2026-02-03,Consequatur sequi odio odio. Pariatur nam nostrum consectetur earum reprehenderit.,12,francisco.araneda.demo42048@outlook.com,"[""voluptas""]",Nisi distinctio quasi beatae.,DS49,No registra,Familia,29,Sí,No,Chilena,$600.001 - $900.000,$2.000.000
CONV-11380,2024-08-11,Fugit odio incidunt odit nemo repellendus.,19,francisco.araneda.demo42048@outlook.com,"[""ipsum"", ""libero"", ""error"", ""nostrum""]",Doloribus fugiat illum quidem praesentium eius.,DS19,60%,Familia,23,No,Sí,Chilena,Más de $1.200.000,$500.000
CONV-11381,2025-04-11,Quis molestiae praesentium ut vero.,5,manuel.cisternas.demo12696@hotmail.com,"[""unde"", ""tempora""]",Autem temporibus commodi perferendis.,Ninguno,60%,Otros,37,Sí,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11382,2024-10-07,Pariatur possimus quam perferendis maiores labore perspiciatis asperiores.,14,manuel.cisternas.demo12696@hotmail.com,"[""reprehenderit"", ""aliquam""]",Commodi quam placeat.,DS49,40%,Otros,47,No,Sí,Colombiana,$400.000 - $600.000,$500.000
CONV-11383,2025-03-28,Iure fugiat aperiam aut nisi porro.,21,robinson.pasten.demo37256@yahoo.com,"[""eius"", ""aliquid"", ""placeat""]",Veniam ab nihil dolores dolores.,DS1,40%,Solo,56,No,Sí,Chilena,$600.001 - $900.000,$500.000
CONV-11384,2025-05-24,Recusandae magnam perspiciatis officiis omnis amet.,21,robinson.pasten.demo37256@yahoo.com,"[""sunt"", ""eum"", ""odit""]",Perferendis consequuntur ipsum blanditiis hic molestias iusto maiores.,DS49,80%,Otros,34,No,No,Chilena,$600.001 - $900.000,Sin ahorro formal
CONV-11385,2025-05-06,Ratione molestiae accusamus accusantium commodi ducimus officia.,14,robinson.pasten.demo37256@yahoo.com,"[""voluptatibus""]",Magnam voluptas placeat labore.,Pendiente evaluación,40%,Cónyuge,66,Sí,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11386,2025-07-23,Dignissimos tempora distinctio.,18,daniel.gonzalez.demo3084@hotmail.com,"[""atque""]",Suscipit dignissimos esse unde illum eaque.,Ninguno,40%,Solo,65,No,No,Chilena,$600.001 - $900.000,$2.000.000
CONV-11387,2026-02-05,Consequatur quam ipsam et nisi labore. Natus perferendis hic sint officia.,5,mario.tapia.demo23970@gmail.com,"[""earum"", ""corrupti"", ""laboriosam""]",Veritatis ipsam id excepturi voluptatem fugit.,DS1,80%,Cónyuge,21,No,No,Chilena,$600.001 - $900.000,$500.000
CONV-11388,2025-03-09,Earum reiciendis quidem numquam quisquam.,24,mario.tapia.demo23970@gmail.com,"[""eaque"", ""inventore""]",Incidunt non deserunt deleniti sit earum provident.,DS1,40%,Otros,66,No,Sí,Chilena,$900.001 - $1.200.000,$1.000.000
CONV-11389,2026-03-26,Tenetur quia explicabo eligendi culpa doloribus. Quia hic tempore.,21,mario.tapia.demo23970@gmail.com,"[""similique"", ""maxime""]",Hic inventore reprehenderit soluta consectetur possimus necessitatibus quo.,DS19,No registra,Otros,52,No,Sí,Chilena,$900.001 - $1.200.000,$2.000.000
CONV-11390,2025-10-11,Totam sed expedita blanditiis nulla qui eos.,18,nicole.correa.demo28514@hotmail.com,"[""nihil"", ""id"", ""quod"", ""quo""]",Quidem optio aliquam voluptatibus esse voluptatibus ipsum.,DS1,40%,Cónyuge,40,Sí,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11391,2026-03-08,Sapiente nobis dolorem pariatur aliquam maxime molestiae dolorem.,16,nicole.correa.demo28514@hotmail.com,"[""rem"", ""nam"", ""nemo"", ""omnis""]",Soluta aut in esse.,Ninguno,60%,Cónyuge,19,Sí,No,Chilena,$900.001 - $1.200.000,Sin ahorro formal
CONV-11392,2024-08-01,Similique sapiente blanditiis pariatur odit.,6,nicole.correa.demo28514@hotmail.com,"[""natus"", ""quam"", ""laboriosam"", ""fugiat""]",Quaerat eaque molestias.,Pendiente evaluación,80%,Solo,42,No,No,Chilena,$400.000 - $600.000,Sin ahorro formal
CONV-11393,2026-02-09,Architecto a eius ratione et eius animi incidunt.,18,manuel.contreras.demo13166@hotmail.com,"[""rerum"", ""fugit"", ""occaecati""]",Minima temporibus provident quis.,Ninguno,60%,Familia,23,No,Sí,Chilena,Más de $1.200.000,$1.000.000
CONV-11394,2024-06-04,Laboriosam recusandae aliquid sequi voluptate ullam.,3,manuel.contreras.demo13166@hotmail.com,"[""vel"", ""eligendi""]",Exercitationem quas alias nulla.,Ninguno,No registra,Solo,64,No,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11395,2024-08-10,Itaque magni quae mollitia. Velit aliquid necessitatibus unde.,8,manuel.contreras.demo13166@hotmail.com,"[""asperiores""]",Rerum quidem distinctio.,DS1,40%,Otros,29,No,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11396,2024-09-14,Sunt corporis odio fugiat ipsa. Nulla quas sunt ipsum labore exercitationem.,24,vanessa.lillo.demo12020@outlook.com,"[""dolore"", ""facilis""]",Cupiditate consequuntur exercitationem dignissimos rem eaque.,DS19,No registra,Solo,29,Sí,Sí,Colombiana,Más de $1.200.000,Sin ahorro formal
CONV-11397,2025-02-22,Perspiciatis vitae quibusdam alias modi. Facilis odit voluptates.,16,vanessa.lillo.demo12020@outlook.com,"[""necessitatibus""]",Quod voluptatibus deserunt nulla ea saepe mollitia recusandae.,DS19,60%,Otros,20,Sí,No,Colombiana,$400.000 - $600.000,$1.000.000
CONV-11398,2026-05-19,Occaecati dolore quaerat officiis pariatur hic magni mollitia.,7,jose.velasquez.demo39671@hotmail.com,"[""tempore""]",A iusto debitis unde enim ratione.,DS19,80%,Familia,59,No,Sí,Chilena,Más de $1.200.000,$2.000.000
CONV-11399,2025-09-14,Perferendis laudantium pariatur fugit aspernatur quidem.,16,jorge.ramirez.demo23997@gmail.com,"[""necessitatibus"", ""odio"", ""minus""]",Possimus ab mollitia reiciendis voluptates facere pariatur.,Pendiente evaluación,40%,Familia,64,Sí,Sí,Chilena,$600.001 - $900.000,$2.000.000
